"","x"
"4196",4333040.54006431
"4197",13217023.2947452
"4198",740900.958376372
"4199",3823649.99902406
"4200",57251091.1293215
"4201",41069154.4273366
"4202",20482875.1215053
"4203",4112418.53841804
"4204",31375635.7254544
"4205",2855560.42061665
"4206",5967789.97046202
"4207",308012467.483273
"4208",416298874.624839
"4209",4441097.97703807
"4210",80536240.6973077
"4211",14057535.5905479
"4212",218522231.201095
"4213",490208.771908787
"4214",13365988.9256407
"4215",1168239.9274449
"4216",1042369.22793875
"4217",298765.627400196
"4218",12465054.2350836
"4219",7031804.0986108
"4220",4411365.93282735
"4221",168922.260713472
"4222",104341.503825944
"4223",26107047.3354733
"4224",2717605.08116296
"4225",13126725.988721
"4226",11761706.7689323
"4227",19116306.876944
"4228",125008.428384383
"4229",46079987.3981853
"4230",20007919.0358936
"4231",2242020.35966035
"4232",4221733.51536465
"4233",49895337.9005421
"4234",13073143.0386288
"4235",966841.947890139
"4236",1560949.78289225
"4237",401203.952559049
"4238",18779343.4800944
"4239",78230639.2313951
"4240",157648171.50394
"4241",125595908.004091
"4242",5158178.48840315
"4243",520601.572097101
"4244",48856715.7610231
"4245",641432.091552195
"4246",1595219.26601229
"4247",29594808.1415779
"4248",2287873.06502224
"4249",15120558.01514
"4250",3038744.86388643
"4251",1184254.85391217
"4252",67643105.0889861
"4253",54373665.5053883
"4254",43731280.940852
"4255",4133290.25012191
"4256",228827095.586221
"4257",74816382.5157563
"4258",22789426.1929374
"4259",438790.458616351
"4260",157004736.461532
"4261",3535876.99910686
"4262",601954.442002515
"4263",2464370.36083721
"4264",273692579.637036
"4265",4898395.44700004
"4266",16074439.6427481
"4267",1265823.62976108
"4268",4867741.7474195
"4269",1656648.11276445
"4270",269320528.941301
"4271",27441657.1266163
"4272",87597.8820273734
"4273",18672491.1497352
"4274",19898041.5800809
"4275",6377809.35982361
"4276",11640132.1126965
"4277",10143173.5028298
"4278",12938949.1364296
"4279",13498030.2336186
"4280",300923.875809327
"4281",1645774.18970306
"4282",27416442.7546141
"4283",91257.240496183
"4284",2194568.26751959
"4285",84052.4194666856
"4286",264447822.988217
"4287",19811720.0435541
"4288",58548594.1977717
"4289",45652576.3643234
"4290",43807352.2567454
"4291",4413456.53525144
"4292",2718350.78730583
"4293",3827162.56251164
"4294",69037725.7793887
"4295",108075639.881349
"4296",15572747.1299609
"4297",8665900.93457133
"4298",1376809.31531243
"4299",9406206.95475875
"4300",24284529.5263109
"4301",3219385.16477015
"4302",1658117.30037757
"4303",2198029.87417856
"4304",8482600.626336
"4305",9757812.38719096
"4306",5350672.70678544
"4307",148367.226018019
"4308",194457.3592462
"4309",28043313.9817511
"4310",1688948.41161841
"4311",479954.417773651
"4312",33609981.6325844
"4313",55428007.3089397
"4314",5539881.50450085
"4315",136486207.759446
"4316",195689608.422062
"4317",1154981.13115602
"4318",11027259.8965223
"4319",493691.892248857
"4320",8218349.76450601
"4321",37029008.5202199
"4322",1511983.53575634
"4323",2908228.35199533
"4324",4267538.56447466
"4325",982460.34058626
"4326",6961683.67749585
"4327",30460574.565333
"4328",3450319.49803017
"4329",117904.45916262
"4330",305159780.397699
"4331",15844806.3069194
"4332",36620872.6415737
"4333",1409220.11681969
"4334",52100212.0793541
"4335",59383877.6001108
"4336",39798304.8144661
"4337",83185.0065246021
"4338",142016487.155844
"4339",45282832.4632822
"4340",1520883.69475235
"4341",6200264.54408626
"4342",2836950.93958401
"4343",22649575.58444
"4344",765628.9859667
"4345",2619365.11443243
"4346",30571543.0696596
"4347",71372022.2358027
"4348",98560.0971753139
"4349",138593180.526466
"4350",3271153.36766593
"4351",95006724.8276609
"4352",1405205.66506022
"4353",100502655.680128
"4354",16464307.4677121
"4355",2916895.60821187
"4356",1049485.37004421
"4357",15415949.7748021
"4358",3492050.79299487
"4359",4038596.98498323
"4360",42166898.3176935
"4361",33070135.9214586
"4362",4904356.9839685
"4363",48048143.021807
"4364",28377391.7150267
"4365",3321328.95451047
"4366",9553828.50045911
"4367",23627633.7448157
"4368",46845920.2791911
"4369",5809261.99484319
"4370",69561701.6570675
"4371",16247598.3452105
"4372",9206173.44348654
"4373",14355162.9101828
"4374",12730961.1220665
"4375",3983450.94317512
"4376",157744.589165357
"4377",15677146.4524802
"4378",4918311.40778238
"4379",77965152.7199504
"4380",51134626.0416186
"4381",56890918.4551982
"4382",160021762.835411
"4383",145974845.220801
"4384",14116574.865522
"4385",406701.703461413
"4386",33756564.3490226
"4387",10399536.1098455
"4388",23858186.526108
"4389",150197586.34508
"4390",1763077.17274986
"4391",827537.197315236
"4392",69564503.9857854
"4393",33145505.5677107
"4394",19272896.0811196
"4395",10575708.9256297
"4396",35914947.2951702
"4397",18072727.6990554
"4398",108207813.843205
"4399",190678.432572843
"4400",1411374.93749382
"4401",20781657.6581928
"4402",3054899.10158332
"4403",7414858.40207508
"4404",14323162.5465118
"4405",6008508.77231827
"4406",223577.329273947
"4407",580385.820946744
"4408",664615.607002495
"4409",800863.57511283
"4410",2590415.24743836
"4411",6592266.05422185
"4412",52523609.1449944
"4413",47786415.0475363
"4414",2425660.78418714
"4415",5902024.23840325
"4416",213484.676516705
"4417",132959243.239988
"4418",667843.686906602
"4419",27168553.4591319
"4420",327197033.63322
"4421",827442.201445193
"4422",4057004.76945751
"4423",1262913.45779406
"4424",350.243810983891
"4425",10737241.9228185
"4426",18850054.007115
"4427",15735384.3170954
"4428",709395.208875353
"4429",624622.408855739
"4430",142913.343385299
"4431",281572.137110611
"4432",101495707.414203
"4433",174722478.393533
"4434",216067445.386543
"4435",16708273.4402263
"4436",21423399.5326388
"4437",1224836.36340887
"4438",1130971.49749766
"4439",5896278.36755868
"4440",522321.174503094
"4441",35862535.5868711
"4442",322459.98067884
"4443",156152.050512637
"4444",1314847.13818075
"4445",5559152.31247118
"4446",256999.239038687
"4447",82682869.6655205
"4448",8996123.2360812
"4449",1491775.68829855
"4450",108441221.31213
"4451",335803803.187179
"4452",15058430.7040144
"4453",887375.926663844
"4454",148418.181274964
"4455",1361206.66291534
"4456",34718720.6865802
"4457",712507.248755582
"4458",367274.768018262
"4459",19434873.2626813
"4460",159839.087299839
"4461",52059577.2497928
"4462",41227519.1654479
"4463",763971.659945386
"4464",43795408.5867875
"4465",1273401.11778856
"4466",619970.587406841
"4467",12462209.7499561
"4468",508195.130659972
"4469",5945009.03274034
"4470",29079301.1345218
"4471",253151.094107313
"4472",94085913.5286692
"4473",7322351.08157264
"4474",5118057.25039287
"4475",2704565.62198467
"4476",78830.8456047892
"4477",3933537.12201958
"4478",2280240.72093313
"4479",866948.125854301
"4480",56559838.8970168
"4481",3607951.0472802
"4482",3971238.13919586
"4483",3230643.36516779
"4484",436784.896379547
"4485",24890103.7319307
"4486",2957669.40298598
"4487",10210714.8731773
"4488",44145036.6296472
"4489",6158154.13812908
"4490",91777.2558766396
"4491",108257660.411111
"4492",4043582.46329146
"4493",1092630.81877918
"4494",12146861.6187343
"4495",5294495.78456055
"4496",25658580.5260042
"4497",10172286.4647652
"4498",22121665.5995376
"4499",776627.029759767
"4500",61963680.5542474
"4501",66494109.7621654
"4502",3280784.98959541
"4503",255665957.776144
"4504",3950185.4545809
"4505",757396.094870463
"4506",38047536.7035395
"4507",312732.663578463
"4508",461769.112824751
"4509",2242548.13003861
"4510",3778642.17655507
"4511",93643507.9504995
"4512",563384.272899467
"4513",25259544.3487721
"4514",3302982.0303896
"4515",131703386.925656
"4516",2714234.22305002
"4517",7669452.17721509
"4518",81938240.8399198
"4519",76763431.0189046
"4520",1507733.73470122
"4521",8193210.49725599
"4522",37372412.0399671
"4523",10099741.1038336
"4524",2876612.60609398
"4525",1162965.64764656
"4526",1444536.6077473
"4527",9742182.59531981
"4528",5113567.04392205
"4529",2378551.70023311
"4530",4506292.05776587
"4531",5459677.97701808
"4532",7302330.93584463
"4533",20791212.5827392
"4534",1428589.15504398
"4535",56095617.7276596
"4536",4999097.45960717
"4537",1934079.2703931
"4538",10554408.7795879
"4539",306311.862317482
"4540",47589260.3927059
"4541",3496934.93631714
"4542",37615189.822392
"4543",29373195.7357205
"4544",6746266.04926332
"4545",203844.82772319
"4546",160468.97073965
"4547",1302116.91547768
"4548",5248747.77679514
"4549",1698470.91405311
"4550",11174070.1100358
"4551",741112486.082847
"4552",57420939.6459602
"4553",843406.337254579
"4554",323188061.26615
"4555",9040.92493361803
"4556",18772997.1831031
"4557",13511872.6696445
"4558",3185729.39894016
"4559",6771271.7470615
"4560",66629792.058915
"4561",22408624.470371
"4562",631957.646026799
"4563",138381484.220273
"4564",114827.741480177
"4565",630341.046831375
"4566",6737371.12774351
"4567",37848199.2815513
"4568",12603252.917429
"4569",3666701.62330067
"4570",5367801.11838211
"4571",366980.107659836
"4572",16867798.9578703
"4573",15483601.5547001
"4574",261264.695311233
"4575",589681.072206123
"4576",3973453.43699073
"4577",953668.681309548
"4578",1498003.61402262
"4579",2925115.85846568
"4580",21988843.9464691
"4581",1647436.95753166
"4582",48095070.1619132
"4583",99935216.9866405
"4584",2396151.05617578
"4585",94519196.6581356
"4586",4991488.51620592
"4587",5292495.04897182
"4588",138642033.733622
"4589",1419511.09777257
"4590",869798643.882201
"4591",21568889.9672456
"4592",3679983.42616036
"4593",161152.015327885
"4594",10982718.2912431
"4595",412230044.969149
"4596",256912676.319253
"4597",14776015.4286695
"4598",98133840.4440545
"4599",13085699.6873919
"4600",2504639.18211587
"4601",34541897.2076518
"4602",20120599.8038821
"4603",5227974.98705754
"4604",10367581.3949365
"4605",158990138.299852
"4606",121192620.564642
"4607",13711683.4529808
"4608",1732757.40187626
"4609",2452590.76536344
"4610",105911237.378138
"4611",16416664.2587335
"4612",7521162.45843362
"4613",5963830.90286755
"4614",11736584.258488
"4615",7691498.70260994
"4616",150150.839959613
"4617",29417678.7345774
"4618",756226.838165559
"4619",7753036.76810777
"4620",3061365.79961827
"4621",152804660.910373
"4622",18481702.2115713
"4623",10124660.4274377
"4624",6544.6374132924
"4625",3494979.37570138
"4626",4557278.2050571
"4627",14940753.1948536
"4628",2588458.84774622
"4629",2317106.4895067
"4630",3763994.2671453
"4631",2621975.0361514
"4632",3886509.87308912
"4633",142388.00430637
"4634",831425.574064301
"4635",310056.614798189
"4636",72675601.0189764
"4637",3191968.64010882
"4638",4459718.32947378
"4639",191382.250348111
"4640",5846951.68224464
"4641",1474398.89174615
"4642",1834425.71439663
"4643",11569040.7470612
"4644",1418553.49761074
"4645",2398.51312476928
"4646",713809572.88887
"4647",729220.769595493
"4648",1828517.80133151
"4649",66666899.741664
"4650",83697755.559067
"4651",29848071.0510466
"4652",274631996.797439
"4653",195597.855285454
"4654",56509401.7985891
"4655",37589084.8371145
"4656",3989467.3430785
"4657",7604780.39617001
"4658",12463948.8929905
"4659",2048538.18309325
"4660",1555179.13235867
"4661",14682574.5333653
"4662",4454393.15633782
"4663",19843650.8884193
"4664",4869106.89347401
"4665",14964522.9590146
"4666",6979553.60098747
"4667",143489577.164543
"4668",2365002.93663153
"4669",5021672.50293346
"4670",14274922.6296738
"4671",4725371.17579785
"4672",208531.135253234
"4673",3897586.33734176
"4674",1648987.40314135
"4675",2127207.42854004
"4676",3748432.59626503
"4677",40777.8605961095
"4678",975607.969622379
"4679",53818.0018458485
"4680",1030143.65185052
"4681",10021418.9051106
"4682",3332095.62352535
"4683",2060609.91314136
"4684",1476942.85081716
"4685",26796843.6568854
"4686",2945356.02879924
"4687",4766266.18111405
"4688",64367546.491128
"4689",2858002.16613393
"4690",1312276.28523786
"4691",7034230.64659328
"4692",3057224.47554057
"4693",2503110.63603859
"4694",2304439.4336225
"4695",1621355.32392784
"4696",32600535.0207473
"4697",53795298.8323083
"4698",408449.692809617
"4699",1021225.44665163
"4700",113218607.201742
"4701",103766229.690528
"4702",2025659.71133651
"4703",7133131.51697088
"4704",40489390.0479381
"4705",24221113.5967963
"4706",32674382.2780655
"4707",200315.375110118
"4708",7833921.13270059
"4709",655.893077012593
"4710",167411893.411005
"4711",2707381.43227182
"4712",783015.394764146
"4713",209626450.334889
"4714",955005.130282441
"4715",170480.349451182
"4716",339897.0029856
"4717",3422829.79869751
"4718",5571379.60069362
"4719",60255290.1291059
"4720",1101497.69980361
"4721",1211801.08502297
"4722",54472267.6947885
"4723",804773.944001687
"4724",100314547.394501
"4725",9537872.14071186
"4726",4882814.12892539
"4727",7360245.87684741
"4728",7338783.67270629
"4729",44183392.3702018
"4730",274200.917735722
"4731",27904998.5866911
"4732",281599150.083309
"4733",142868.173950201
"4734",165354631.673228
"4735",22684122.2024843
"4736",8852341.22319315
"4737",52030645.0454794
"4738",1769755.88278616
"4739",70130507.2652259
"4740",252993869.213277
"4741",509718.749607847
"4742",80143499.4376082
"4743",73175.3503520494
"4744",432746.335465731
"4745",173655442.000268
"4746",19935083.488327
"4747",14577523.5108207
"4748",29730342.6597181
"4749",1800183.92068368
"4750",3279600.28034067
"4751",10424560.6614615
"4752",3485972.53851277
"4753",4497276.61846555
"4754",552254648.407008
"4755",3727468.66353674
"4756",6589708.55783246
"4757",96020141.7839239
"4758",56668815.5154673
"4759",187993823.889131
"4760",542391.928909341
"4761",5349322.36119299
"4762",4170791.23803449
"4763",198726.630196664
"4764",358362007.847586
"4765",12646634.0225963
"4766",96487948.4854093
"4767",18683503.645761
"4768",36019599.2525491
"4769",6199629.34549271
"4770",57150031.1925446
"4771",19288918.6753124
"4772",3850307.89974513
"4773",2053938.16990155
"4774",2629579.31015394
"4775",260775.874929946
"4776",942812.627013474
"4777",139714686.29473
"4778",35656252.6741752
"4779",1261850.40535729
"4780",112282398.258705
"4781",425982.988048103
"4782",12915305.9686463
"4783",1790863.04439168
"4784",5151271.52271477
"4785",22273640.4295972
"4786",51533574.8605549
"4787",80975207.6434736
"4788",22326576.1523464
"4789",3103936.05641479
"4790",63786135.8410498
"4791",3913398.13883226
"4792",3241129.29751276
"4793",3552803.09256321
"4794",1086288.0024163
"4795",3581418.40927408
"4796",6421887.2581861
"4797",620332634.781511
"4798",86019880.0223498
"4799",14388395.9216756
"4800",10136620.1311298
"4801",938762.486592698
"4802",11655607.0071191
"4803",2154708.65612767
"4804",3640841.22027089
"4805",166996.609415199
"4806",1364419.40824186
"4807",209028.842056024
"4808",869526.203876691
"4809",63193107.113955
"4810",170135.761030731
"4811",2103517.02062348
"4812",81239395.5551068
"4813",56585786.2606789
"4814",194120.551744003
"4815",13280908.2686176
"4816",14541493.537755
"4817",4515154.33704271
"4818",7944392.26684853
"4819",3538760.61476143
"4820",28124095.6364027
"4821",1996427.74197167
"4822",1211924.7828197
"4823",3345222.46779568
"4824",9039282.72459052
"4825",22069514.4906226
"4826",4413157.17769494
"4827",57947361.2765321
"4828",12644386.0946283
"4829",17260011.2488847
"4830",8193944.53274493
"4831",7247358.46222587
"4832",361629.861366057
"4833",11307078.8743283
"4834",1431301.40151765
"4835",11435505.9360957
"4836",3115369.44828943
"4837",166518705.326086
"4838",13490033.2398214
"4839",992.397613515393
"4840",264045834.423486
"4841",353409.369397204
"4842",17132011.6820812
"4843",60870269.7639863
"4844",951078.60638162
"4845",7718337.10661607
"4846",1869632.55229962
"4847",279090049.365184
"4848",33571852.6984435
"4849",251776645.55411
"4850",17381869.6380945
"4851",151426.037719412
"4852",3116978.98357722
"4853",18728356.4876331
"4854",15997364.7120702
"4855",47234542.4513053
"4856",5321164.66745979
"4857",3685394.09593199
"4858",9358035.97183655
"4859",1008732.63996855
"4860",277116784.681803
"4861",92310322.9680639
"4862",119316280.730538
"4863",116196985.136686
"4864",54317450.9875908
"4865",11089039.2637195
"4866",8584766.91396167
"4867",54402585.6490237
"4868",745889.631204542
"4869",512849.25995758
"4870",14846437.8270734
"4871",14941111.396614
"4872",580943.609324199
"4873",4188952.79933973
"4874",64714943.0954547
"4875",16730956.0712326
"4876",27267532.9755184
"4877",11255915.380701
"4878",6436268.69249748
"4879",11659001.7479567
"4880",4923336.49756957
"4881",2687508.79513748
"4882",12607342.0317538
"4883",53024958.3840172
"4884",39156764.3709267
"4885",7347389.10881949
"4886",13884169.7482418
"4887",910399.272741643
"4888",3331658.70014034
"4889",1542243.28449637
"4890",94702616.1179644
"4891",256388.953525705
"4892",2178064.3230591
"4893",45111484.4311278
"4894",3232391.29250507
"4895",3492203.10914463
"4896",13006731.3792922
"4897",1196548.16044647
"4898",122803279.499094
"4899",70852983.0377445
"4900",149443064.805149
"4901",28599568.1622018
"4902",1398905.65125223
"4903",201948.438392488
"4904",181434294.497664
"4905",8902056.23481646
"4906",232311.049941501
"4907",552194471.34774
"4908",1611996.73683481
"4909",50652370.0701109
"4910",13369221.6654906
"4911",15173375.686124
"4912",24265540.0553337
"4913",4967211.31658975
"4914",42725311.4814304
"4915",63890403.0887488
"4916",7995617.15652847
"4917",3336352.06286923
"4918",116950627.950264
"4919",11055989.2062043
"4920",3334993.61479997
"4921",39816664.8418387
"4922",29383073.6597619
"4923",2033539.12461732
"4924",49627009.3130571
"4925",65780592.0292302
"4926",241766.339721768
"4927",14884527.9581133
"4928",5182899.31260828
"4929",2323545.37210197
"4930",4099383.63914996
"4931",3190956.11650607
"4932",437565.117627208
"4933",87296329.6460222
"4934",1344549.77913586
"4935",396394266.736636
"4936",6583662.46029001
"4937",827139.019929982
"4938",8626923.49335468
"4939",386799.438498914
"4940",2405735.58723654
"4941",9472360.81464539
"4942",1512234.82844318
"4943",72699726.1398238
"4944",34512230.5310183
"4945",1537229.42868481
"4946",2553888.41808566
"4947",344214.658218461
"4948",845008.879365401
"4949",3994336.69591011
"4950",39997172.5156587
"4951",11123603.4827028
"4952",1964619.33135331
"4953",57175402.492033
"4954",12399694.3163001
"4955",687212.612134813
"4956",2274450.83743515
"4957",18140129.108632
"4958",4150014.47231313
"4959",1673171.04015614
"4960",2368701.5484424
"4961",82609063.7958391
"4962",4546597.96031223
"4963",4083593.38157717
"4964",2384911.10730103
"4965",459538.851111272
"4966",2355088.45171692
"4967",36344483.465223
"4968",12334953.5683707
"4969",87725.2961872603
"4970",827764.367053898
"4971",52276513.2145751
"4972",5357105.87214331
"4973",4363598.1187437
"4974",64628064.0420095
"4975",1212978.91668592
"4976",1179378.05996563
"4977",39862993.3227898
"4978",629957.120533492
"4979",1915629.78862376
"4980",6700804.16022643
"4981",2046209.52404221
"4982",47850685.6753054
"4983",4051.95189322368
"4984",14310844.9596185
"4985",225668435.048355
"4986",487193.877442792
"4987",480559.135930191
"4988",1295413.1437872
"4989",16602040.5671831
"4990",318601.326631722
"4991",4002683.5814796
"4992",116879868.885327
"4993",2196749.1375123
"4994",43336071.0610501
"4995",445490.81740908
"4996",4761541.55375297
"4997",45719730.5592065
"4998",10241699.0870829
"4999",54619886.2777188
"5000",123653239.351961
"5001",259527393.710872
"5002",132666871.846228
"5003",34991204.4085561
"5004",3505270.8513691
"5005",15991339.4460171
"5006",227339232.633544
"5007",12456055.1219772
"5008",213560986.625959
"5009",13218733.3801534
"5010",1495175.62174172
"5011",3800336.20292069
"5012",27549059.9680073
"5013",4540486.89607905
"5014",17682327.7365686
"5015",16571324.9601007
"5016",65501111.6905127
"5017",1375547.85573509
"5018",11336016.3851292
"5019",33605394.9185936
"5020",4234369.32921628
"5021",87051.6059474014
"5022",15709623.2560382
"5023",3722784.19385408
"5024",55681947.5022546
"5025",900304.317334301
"5026",47285175.96579
"5027",17693737.4279243
"5028",40696299.2452347
"5029",39560433.9298081
"5030",8843379.19416708
"5031",1824514.0596454
"5032",113087284.531312
"5033",416758.997225418
"5034",738222.119062854
"5035",86477.065399548
"5036",7553789.75881114
"5037",5929097.11105701
"5038",149298372.113678
"5039",375722.884598833
"5040",47903069.748465
"5041",16764522.7726087
"5042",10653778.1281831
"5043",12001203.0072859
"5044",214812702.245511
"5045",1471435.1332447
"5046",2084976.82864527
"5047",250571.173048816
"5048",155257.935927503
"5049",54976148.7328987
"5050",600533.45868985
"5051",127234832.87215
"5052",131960606.523762
"5053",17478525.9855937
"5054",26251252.6668022
"5055",6183200.71839467
"5056",4080927.70599507
"5057",11265676.5461511
"5058",3630829.12911952
"5059",17970633.5873547
"5060",83344637.1192822
"5061",31956643.0283284
"5062",1057286.5479252
"5063",111262.627925872
"5064",41147979.5036257
"5065",2434559.25626275
"5066",6058547.60426754
"5067",26876960.0872837
"5068",6866024.23369264
"5069",53600071.5834667
"5070",4844655.82350164
"5071",52953121.8413954
"5072",90047160.9125014
"5073",6849465.04978108
"5074",3913063.49342378
"5075",1372905.42206757
"5076",9441967.4958581
"5077",89134236.1931187
"5078",3397562.75531809
"5079",3431397.97702662
"5080",50385842.273959
"5081",30109849.2016287
"5082",5612170.71996851
"5083",149415.888718852
"5084",6910931.64682069
"5085",730972.902598758
"5086",4657479.48172171
"5087",866636.578517622
"5088",2139484.67523014
"5089",4493147.48529391
"5090",2453852.18663032
"5091",4780080.83330027
"5092",6033402.09356781
"5093",28143410.8017642
"5094",39354316.8660973
"5095",88882240.6094782
"5096",3911922.46652276
"5097",208428.192462265
"5098",2502125.89279218
"5099",2759473.80144092
"5100",1696569.07559563
"5101",347253.772272798
"5102",127199.200723867
"5103",545586.917039667
"5104",14852911.2586962
"5105",3419689.88489497
"5106",964558.278716591
"5107",5462542.77324981
"5108",5373841.75985625
"5109",685394.149337557
"5110",22589501.3969069
"5111",69902417.5856386
"5112",2825151.29699439
"5113",123894.866266812
"5114",11191462.1934086
"5115",788177.702868789
"5116",5851879.97464082
"5117",142582323.715549
"5118",11581451.8107907
"5119",640097.284958581
"5120",199179.858608231
"5121",58897167.5961826
"5122",9615365.47578844
"5123",16694385.3171965
"5124",2268398.29781142
"5125",6668741.83314448
"5126",5822208.79854227
"5127",21735913.858248
"5128",127707.891218202
"5129",737193.851484396
"5130",21338207.4370809
"5131",11618232.5399248
"5132",39417548.3841097
"5133",77023871.7121944
"5134",81335646.0577548
"5135",162206025.309588
"5136",2715500.96002021
"5137",67954294.4878845
"5138",3512623.46761603
"5139",116791986.635511
"5140",76059826.7752428
"5141",33378698.9453166
"5142",161060503.11978
"5143",51915634.2193743
"5144",49360470.3963797
"5145",13071893.7279859
"5146",418364.892437276
"5147",1424029.27351129
"5148",19753362.6391438
"5149",1833559.53054596
"5150",421783455.718372
"5151",244510434.286152
"5152",63678373.2919031
"5153",5036846.9593456
"5154",17843742.0692961
"5155",571243.948404333
"5156",563284110.762981
"5157",2905733.35655508
"5158",165575.226156053
"5159",57667459.4648327
"5160",8307346.9598695
"5161",771106.213756426
"5162",71021956.7694429
"5163",85755215.3959841
"5164",1229900.48132011
"5165",29954452.4004435
"5166",102616552.362511
"5167",1076256.72034775
"5168",6446865.36191238
"5169",10220042.423038
"5170",7419124.64154572
"5171",70036047.8578879
"5172",3630488.24625535
"5173",47468295.8198803
"5174",45715915.325348
"5175",1348371.97315721
"5176",5191916.40082174
"5177",146295058.393431
"5178",307253593.849751
"5179",1135684.43892748
"5180",12606781.2931964
"5181",681245.68002275
"5182",12233966.3529395
"5183",1665767.85219986
"5184",4937506.147932
"5185",2757373.34296617
"5186",628396.823728876
"5187",1413671.35515707
"5188",3829589.59675478
"5189",12597122.4592394
"5190",250004472.495349
"5191",8080007.80636174
"5192",82624135.0357195
"5193",49684922.733258
"5194",24297965.5898065
"5195",142364060.908403
"5196",20984740.2414172
"5197",23325940.3875548
"5198",20203455.0297796
"5199",8381835.69922027
"5200",7638078.78157587
"5201",11555492.613933
"5202",1480940.07984206
"5203",279492.767058574
"5204",415149.650673555
"5205",320895.826093901
"5206",8301084.93637974
"5207",2829676.62360123
"5208",3212892.84718071
"5209",48808350.7408083
"5210",19953357.5836204
"5211",3915337.08031958
"5212",7120589.48013051
"5213",30234318.2478298
"5214",90859.8348013703
"5215",14852521.4213576
"5216",22830709.207326
"5217",32780.4050172679
"5218",3059294.45607897
"5219",3802271.04369951
"5220",50735844.3809034
"5221",735790.571292932
"5222",6287341.30891884
"5223",36973807.3110907
"5224",347.847959991801
"5225",535387.9070313
"5226",13633274.6466581
"5227",1274509.98227339
"5228",5442339.41243392
"5229",90879701.6084089
"5230",6095975.01402957
"5231",921350.517307217
"5232",151074.999485451
"5233",576998.751242272
"5234",38531083.5550245
"5235",21368498.610793
"5236",95614767.5206686
"5237",95701007.2251019
"5238",5434587.17470998
"5239",10372544.9887914
"5240",55600823.0961338
"5241",9240428.00182244
"5242",4812551.68192846
"5243",4488707.03383643
"5244",36695107.8306916
"5245",1108470.74401791
"5246",12423887.0972996
"5247",33825914.5924949
"5248",556031.060945299
"5249",39069116.4299232
"5250",130449983.968966
"5251",7238078.9791974
"5252",111557.862208233
"5253",471556.86318102
"5254",344064.656401623
"5255",54200050.328894
"5256",13248660.15039
"5257",840987.31768246
"5258",2367908.01391092
"5259",26740222.0258134
"5260",2333107.45760032
"5261",27541700.2799363
"5262",2403042.51514425
"5263",13010297.2475344
"5264",1573998.89857418
"5265",3721257.43439185
"5266",19120173.6264256
"5267",1464938.70947742
"5268",6875320.86105512
"5269",49299195.1050343
"5270",11476263.8326253
"5271",8547867.40892248
"5272",55989690.640624
"5273",668143.978089012
"5274",15412374.392573
"5275",22044396.6371394
"5276",3500505.98016774
"5277",460018.15856164
"5278",2519666.90587153
"5279",9126892.58851602
"5280",213016.002029624
"5281",6180646.78307573
"5282",9636166.16451514
"5283",2167464.02040561
"5284",5463786.4084809
"5285",64958287.9461861
"5286",6698578.95118041
"5287",3946561.25370912
"5288",922602.20970224
"5289",6320423.17455701
"5290",103975362.115621
"5291",395802913.353998
"5292",68532991.3260445
"5293",119063826.454483
"5294",466096.332205481
"5295",431948062.866614
"5296",3226224.93972218
"5297",22570596.9188905
"5298",77701910.7573842
"5299",1598953.02357438
"5300",1411629.80685654
"5301",1983067.6758579
"5302",29618548.6394258
"5303",1345367.01888139
"5304",3502708.39709552
"5305",1444253.80485506
"5306",34643231.2670737
"5307",143549062.17685
"5308",332513.860037239
"5309",165344.243768568
"5310",84248981.3088552
"5311",2860574.58737617
"5312",131361602.004457
"5313",429164396.002997
"5314",46596679.3467304
"5315",822861.688257931
"5316",1122477.12129515
"5317",8779063.83750292
"5318",8377988.94351115
"5319",15312072.3117508
"5320",13118116.8344073
"5321",12021118.8015815
"5322",823230.635372696
"5323",88227905.5377034
"5324",19631392.1990978
"5325",1928224.90859192
"5326",8949785.35388667
"5327",52476196.6179934
"5328",2863412.60478787
"5329",2533553.33560751
"5330",151226773.519231
"5331",514115.985848845
"5332",770434.526510887
"5333",32052071.5499831
"5334",15797138.2575807
"5335",2661708.86389869
"5336",3285541.04439968
"5337",733152.306081319
"5338",11706646.5192378
"5339",4046361.78974934
"5340",6611394.61590643
"5341",120672752.25214
"5342",86087196.8836488
"5343",17838893.3115453
"5344",49392352.5386752
"5345",248732.856334923
"5346",60491841.8128231
"5347",508061.814035947
"5348",3617616.86923024
"5349",709244.473827597
"5350",207378.163346446
"5351",62263725.3436125
"5352",1282142.43267807
"5353",4837039.89990531
"5354",39114652.1834538
"5355",59909352.4941801
"5356",10905861.7904187
"5357",1562985.64707108
"5358",12876174.328927
"5359",12109109.4593177
"5360",92003007.6187108
"5361",1729129.89853251
"5362",1147196.44718139
"5363",10541273.2801631
"5364",114284.09372018
"5365",46961857.1284127
"5366",60097503.7606635
"5367",63394022.9657717
"5368",5973374.83314032
"5369",189198937.578893
"5370",22556673.8766429
"5371",9261286.87953367
"5372",438277226.2342
"5373",8863081.39539856
"5374",50276279.0272452
"5375",88278765.3333537
"5376",94194603.6763711
"5377",9307654.07506634
"5378",1543955.85348537
"5379",11346184.4440536
"5380",26551521.1335604
"5381",62834114.1021947
"5382",95228435.3129485
"5383",57802.5563820258
"5384",214972056.442229
"5385",58754459.3913111
"5386",7413323.7507468
"5387",1524121.80084907
"5388",156835274.936195
"5389",9372011.61774563
"5390",1215696.04997731
